Event_Date,Event_Location,W_L,Fighter_A,Fighter_B,KD_A,KD_B,STR_A,STR_B,TD_A,TD_B,SUB_A,SUB_B,Weight_Class,Method,Method_Detail,Round,Time
"August 26, 2006","Las Vegas, Nevada, USA",win,Chuck Liddell,Renato Sobral,2,0,17,1,0,0,0,0,Light Heavyweight,KO/TKO,Punches,1,1:35
"August 26, 2006","Las Vegas, Nevada, USA",win,Forrest Griffin,Stephan Bonnar,0,0,83,41,0,0,0,0,Light Heavyweight,U-DEC,,3,5:00
"August 26, 2006","Las Vegas, Nevada, USA",win,Nick Diaz,Josh Neer,0,0,75,25,3,0,1,0,Welterweight,SUB,Kimura,3,1:42
"August 26, 2006","Las Vegas, Nevada, USA",win,Cheick Kongo,Christian Wellisch,1,0,17,0,0,1,0,1,Heavyweight,KO/TKO,Knee,1,2:51
"August 26, 2006","Las Vegas, Nevada, USA",win,Hermes Franca,Jamie Varner,0,0,22,18,1,9,3,0,Lightweight,SUB,Armbar,3,3:31
"August 26, 2006","Las Vegas, Nevada, USA",win,Eric Schafer,Rob MacDonald,0,0,7,2,0,0,2,0,Light Heavyweight,SUB,Arm Triangle,1,2:26
"August 26, 2006","Las Vegas, Nevada, USA",win,Wilson Gouveia,Wes Combs,0,0,9,10,1,0,1,0,Light Heavyweight,SUB,Rear Naked Choke,1,3:23
"August 26, 2006","Las Vegas, Nevada, USA",win,David Heath,Cory Walmsley,0,0,3,2,1,0,3,0,Light Heavyweight,SUB,Rear Naked Choke,1,2:32
"August 26, 2006","Las Vegas, Nevada, USA",win,Yushin Okami,Alan Belcher,0,0,12,8,5,0,0,0,Middleweight,U-DEC,,3,5:00
