Event_Date,Event_Location,W_L,Fighter_A,Fighter_B,KD_A,KD_B,STR_A,STR_B,TD_A,TD_B,SUB_A,SUB_B,Weight_Class,Method,Method_Detail,Round,Time,event_id,Time_seconds,Name_A,Height_A,Weight_A,Reach_A,Stance_A,Fighter_A_id,DOB_A,Name_B,Height_B,Weight_B,Reach_B,Stance_B,Fighter_B_id,DOB_B
2023-04-22,"Las Vegas, Nevada, USA",win,Brady Hiestand,Batgerel Danaa,0.0,1.0,45.0,41.0,3.0,1.0,0.0,0,Bantamweight,KO/TKO,Punches,3,4:21,6fb1ba67bef41b37,261,Brady Hiestand,172.72,61.23492,180.34,Orthodox,7af33fc4435017f1,1999-04-30,Batgerel Danaa,170.18,61.23492,177.8,Orthodox,3b0a516d2921e0d6,1989-07-04
2019-08-17,"Anaheim, California, USA",win,Stipe Miocic,Daniel Cormier,1.0,0.0,123.0,181.0,1.0,1.0,0.0,0,Heavyweight,KO/TKO,Punches,4,4:09,70167689d6a01793,249,Stipe Miocic,193.04,108.86208,203.2,Orthodox,d28dee5c705991df,1982-08-19,Daniel Cormier,180.34,106.59412,182.88,Orthodox,d967f0128c323de6,1979-03-20
2019-08-17,"Anaheim, California, USA",win,Nate Diaz,Anthony Pettis,1.0,0.0,114.0,69.0,1.0,0.0,0.0,1,Welterweight,U-DEC,,3,5:00,70167689d6a01793,300,Nate Diaz,182.88,77.11064,193.04,Southpaw,8355922d564b152c,1985-04-16,Anthony Pettis,177.8,70.30676,182.88,Orthodox,cbb682f5fcc44bfc,1987-01-27
2019-08-17,"Anaheim, California, USA",win,Paulo Costa,Yoel Romero,1.0,1.0,118.0,125.0,0.0,1.0,0.0,0,Middleweight,U-DEC,,3,5:00,70167689d6a01793,300,Paulo Costa,185.42,83.91452,182.88,Orthodox,2e5c2aa8e4ab9d82,1991-04-21,Yoel Romero,182.88,83.91452,185.42,Southpaw,f77c68bb4be8516d,1977-04-30
2019-08-17,"Anaheim, California, USA",win,Sodiq Yusuff,Gabriel Benitez,1.0,0.0,34.0,24.0,0.0,0.0,0.0,0,Featherweight,KO/TKO,Punch,1,4:14,70167689d6a01793,254,Sodiq Yusuff,175.26,65.77083999999999,180.34,Orthodox,94426bb170c88115,1993-05-19,Gabriel Benitez,172.72,70.30676,180.34,Southpaw,436f970c9ea9169c,1988-06-15
2019-08-17,"Anaheim, California, USA",win,Derek Brunson,Ian Heinisch,0.0,0.0,81.0,58.0,2.0,0.0,0.0,0,Middleweight,U-DEC,,3,5:00,70167689d6a01793,300,Derek Brunson,185.42,83.91452,195.58,Southpaw,b1a3e0aca758b322,1984-01-04,Ian Heinisch,180.34,83.91452,182.88,Orthodox,2e585c701f72fe55,1988-08-05
2019-08-17,"Anaheim, California, USA",win,Khama Worthy,Devonte Smith,1.0,0.0,21.0,15.0,0.0,0.0,0.0,0,Lightweight,KO/TKO,Punch,1,4:15,70167689d6a01793,255,Khama Worthy,180.34,70.30676,187.96,Orthodox,78e501478a36a018,1986-10-15,Devonte Smith,175.26,70.30676,193.04,Orthodox,207773daeb4afa7b,1993-07-30
2019-08-17,"Anaheim, California, USA",win,Cory Sandhagen,Raphael Assuncao,0.0,0.0,62.0,45.0,0.0,4.0,0.0,0,Bantamweight,U-DEC,,3,5:00,70167689d6a01793,300,Cory Sandhagen,180.34,61.23492,177.8,Switch,65f09bacd3957381,1992-04-20,Raphael Assuncao,165.1,61.23492,167.64,Orthodox,2f13e4020cea5b38,1982-07-19
2019-08-17,"Anaheim, California, USA",win,Drakkar Klose,Christos Giagos,0.0,0.0,99.0,87.0,2.0,2.0,0.0,1,Lightweight,U-DEC,,3,5:00,70167689d6a01793,300,Drakkar Klose,175.26,70.30676,177.8,Orthodox,7cbf7c78d3b34218,1988-03-09,Christos Giagos,177.8,70.30676,180.34,Orthodox,de45aaae23dfa392,1990-01-23
2019-08-17,"Anaheim, California, USA",win,Casey Kenney,Manny Bermudez,0.0,0.0,43.0,37.0,2.0,3.0,1.0,0,Catch Weight,U-DEC,,3,5:00,70167689d6a01793,300,Casey Kenney,170.18,61.23492,172.72,Southpaw,e7bba7ce4d6c7b07,1991-03-20,Manny Bermudez,177.8,65.77083999999999,180.34,Orthodox,2dc1bc1a02961656,1994-07-16
2019-08-17,"Anaheim, California, USA",win,Hannah Cifers,Jodie Esquibel,0.0,0.0,70.0,43.0,1.0,3.0,1.0,0,Women's Strawweight,U-DEC,,3,5:00,70167689d6a01793,300,Hannah Cifers,154.94,52.16308,157.48,Orthodox,2244d9a2b64b8c3b,1992-06-26,Jodie Esquibel,154.94,52.16308,162.56,Orthodox,411539901068522f,1986-05-07
2019-08-17,"Anaheim, California, USA",win,Kyung Ho Kang,Brandon Davis,1.0,0.0,50.0,77.0,3.0,1.0,0.0,0,Bantamweight,S-DEC,,3,5:00,70167689d6a01793,300,Kyung Ho Kang,175.26,61.23492,185.42,Orthodox,a7897d200692ab64,1987-09-09,Brandon Davis,177.8,61.23492,182.88,Orthodox,cc351e408bbb7d43,1990-05-08
2019-08-17,"Anaheim, California, USA",win,Sabina Mazo,Shana Dobson,0.0,0.0,108.0,33.0,4.0,0.0,0.0,0,Women's Flyweight,U-DEC,,3,5:00,70167689d6a01793,300,Sabina Mazo,170.18,56.699,177.8,Orthodox,70d2329a92864fdb,1997-03-25,Shana Dobson,167.64,56.699,175.26,Orthodox,122ac9b816d8b71c,1989-03-30
2015-01-24,"Stockholm, Sweden",win,Anthony Johnson,Alexander Gustafsson,1.0,0.0,30.0,10.0,0.0,0.0,0.0,0,Light Heavyweight,KO/TKO,Punches,1,2:15,706404da0775dcbc,135,Anthony Johnson,187.96,92.98636,198.12,Orthodox,365fee2da473b177,1984-03-06,Alexander Gustafsson,195.58,92.98636,200.66,Orthodox,3c6976f8182d9527,1987-01-15
2015-01-24,"Stockholm, Sweden",win,Gegard Mousasi,Dan Henderson,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0,Middleweight,KO/TKO,Punch,1,1:10,706404da0775dcbc,70,Gegard Mousasi,187.96,83.91452,193.04,Orthodox,232c582f29f8f65e,1985-08-01,Dan Henderson,180.34,83.91452,187.96,Orthodox,1ccf4e7caff270df,1970-08-24
2015-01-24,"Stockholm, Sweden",win,Ryan Bader,Phil Davis,0.0,0.0,26.0,35.0,1.0,0.0,0.0,0,Light Heavyweight,S-DEC,,3,5:00,706404da0775dcbc,300,Ryan Bader,187.96,92.98636,187.96,Orthodox,c0ab242c40decc55,1983-06-07,Phil Davis,187.96,92.98636,200.66,Orthodox,902ab9197b83d0db,1984-09-25
2015-01-24,"Stockholm, Sweden",win,Sam Sicilia,Akira Corassani,1.0,0.0,10.0,10.0,0.0,0.0,0.0,0,Featherweight,KO/TKO,Punch,1,3:26,706404da0775dcbc,206,Sam Sicilia,172.72,65.77083999999999,170.18,Orthodox,b8aef0faf4ce9b31,1986-02-01,Akira Corassani,172.72,65.77083999999999,172.72,Orthodox,3f52ce18fb98008f,1982-08-27
2015-01-24,"Stockholm, Sweden",win,Albert Tumenov,Nicholas Musoke,0.0,0.0,87.0,65.0,0.0,0.0,0.0,0,Welterweight,U-DEC,,3,5:00,706404da0775dcbc,300,Albert Tumenov,180.34,77.11064,185.42,Orthodox,ff6a1f63c254127e,1991-12-26,Nicholas Musoke,182.88,77.11064,190.5,Orthodox,8b5f9ea38184ded3,1986-04-05
2015-01-24,"Stockholm, Sweden",win,Kenny Robertson,Sultan Aliev,1.0,0.0,14.0,8.0,0.0,0.0,0.0,0,Welterweight,KO/TKO,Punch,1,2:42,706404da0775dcbc,162,Kenny Robertson,177.8,77.11064,187.96,Orthodox,6e0273f9478be71e,1984-02-14,Sultan Aliev,180.34,77.11064,187.96,Orthodox,e70de1859b7ee78e,1984-09-17
2015-01-24,"Stockholm, Sweden",win,Makwan Amirkhani,Andy Ogle,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0,Featherweight,KO/TKO,Punches,1,0:08,706404da0775dcbc,8,Makwan Amirkhani,177.8,65.77083999999999,182.88,Southpaw,87a1dc546b1c5caf,1988-11-08,Andy Ogle,172.72,65.77083999999999,175.26,Orthodox,b6c4451cb13c9303,1989-02-16
2015-01-24,"Stockholm, Sweden",win,Nikita Krylov,Stanislav Nedkov,1.0,0.0,13.0,4.0,0.0,0.0,1.0,0,Light Heavyweight,SUB,Guillotine Choke,1,1:24,706404da0775dcbc,84,Nikita Krylov,190.5,92.98636,195.58,Orthodox,1091d4d957141094,1992-03-07,Stanislav Nedkov,180.34,92.98636,180.34,Orthodox,1d4bbaabd8b60173,1981-12-09
2015-01-24,"Stockholm, Sweden",win,Mairbek Taisumov,Anthony Christodoulou,0.0,0.0,37.0,9.0,2.0,0.0,0.0,0,Lightweight,KO/TKO,Punches,2,0:38,706404da0775dcbc,38,Mairbek Taisumov,175.26,70.30676,185.42,Orthodox,8f5c8850b2484173,1988-08-08,Anthony Christodoulou,175.26,70.30676,,Orthodox,4f11e9ce318ffbcb,1987-07-30
2015-01-24,"Stockholm, Sweden",win,Mirsad Bektic,Paul Redmond,0.0,0.0,34.0,2.0,2.0,0.0,0.0,0,Featherweight,U-DEC,,3,5:00,706404da0775dcbc,300,Mirsad Bektic,172.72,65.77083999999999,177.8,Orthodox,cbd3e590a85b18c5,1991-02-16,Paul Redmond,177.8,65.77083999999999,,Orthodox,3f56b99447f00607,1986-10-20
2015-01-24,"Stockholm, Sweden",win,Viktor Pesta,Konstantin Erokhin,0.0,0.0,35.0,17.0,4.0,0.0,0.0,0,Heavyweight,U-DEC,,3,5:00,706404da0775dcbc,300,Viktor Pesta,190.5,108.86208,195.58,Orthodox,202b0467521c9d6f,1990-07-15,Konstantin Erokhin,180.34,104.32616,,Orthodox,22061ff217907c78,1983-01-31
2015-01-24,"Stockholm, Sweden",win,Neil Seery,Chris Beal,0.0,0.0,56.0,39.0,1.0,2.0,4.0,0,Flyweight,U-DEC,,3,5:00,706404da0775dcbc,300,Neil Seery,162.56,56.699,162.56,Orthodox,49a74b9fb2e45fdf,1979-08-30,Chris Beal,170.18,56.699,175.26,Orthodox,55f446032177b119,1985-08-06
2016-12-09,"Albany, New York, USA",win,Derrick Lewis,Shamil Abdurakhimov,0.0,0.0,39.0,15.0,1.0,4.0,0.0,1,Heavyweight,KO/TKO,Punches,4,3:42,7139cd2ae4bf6a29,222,Derrick Lewis,190.5,117.93392,200.66,Orthodox,d3df1add9d9a7efb,1985-02-07,Shamil Abdurakhimov,190.5,106.59412,193.04,Orthodox,2f5cbecbbe18bac4,1981-09-02
2016-12-09,"Albany, New York, USA",win,Francis Ngannou,Anthony Hamilton,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,Heavyweight,SUB,Kimura,1,1:57,7139cd2ae4bf6a29,117,Francis Ngannou,193.04,113.398,210.82,Orthodox,8d03ce87ca14e778,1986-09-05,Anthony Hamilton,195.58,117.93392,193.04,Orthodox,c727c7d31c50c4cf,1980-04-14
2016-12-09,"Albany, New York, USA",win,Corey Anderson,Sean O'Connell,0.0,0.0,66.0,9.0,5.0,0.0,0.0,0,Light Heavyweight,KO/TKO,Punches,2,2:36,7139cd2ae4bf6a29,156,Corey Anderson,190.5,92.98636,200.66,Orthodox,5e4eec08896c9423,1989-09-22,Sean O'Connell,185.42,92.98636,187.96,Orthodox,cb52f9490c2dc069,1983-09-02
2016-12-09,"Albany, New York, USA",win,Gian Villante,Saparbeg Safarov,1.0,0.0,60.0,37.0,0.0,0.0,0.0,0,Light Heavyweight,KO/TKO,Punches,2,2:54,7139cd2ae4bf6a29,174,Gian Villante,190.5,104.32616,193.04,Orthodox,fcd448a2fe1a23cc,1985-08-18,Saparbeg Safarov,185.42,83.91452,198.12,Orthodox,88d7b6d8230e1f3f,1986-10-14
2016-12-09,"Albany, New York, USA",win,Justine Kish,Ashley Yoder,0.0,0.0,51.0,44.0,1.0,1.0,1.0,0,Women's Strawweight,U-DEC,,3,5:00,7139cd2ae4bf6a29,300,Justine Kish,165.1,56.699,162.56,Orthodox,928ae2e5b5f7a9ec,1988-04-13,Ashley Yoder,170.18,52.16308,175.26,Southpaw,b4c6c904a9ffc5e8,1987-10-20
2016-12-09,"Albany, New York, USA",win,Randy Brown,Brian Camozzi,1.0,0.0,42.0,11.0,1.0,0.0,0.0,1,Welterweight,KO/TKO,Knee,2,1:25,7139cd2ae4bf6a29,85,Randy Brown,190.5,77.11064,198.12,Orthodox,c6aee362c7a7d482,1990-07-08,Brian Camozzi,187.96,77.11064,198.12,Orthodox,1999ffb5cebc314f,1991-06-24
2016-12-09,"Albany, New York, USA",win,Gerald Meerschaert,Joseph Gigliotti,0.0,0.0,14.0,5.0,0.0,1.0,1.0,0,Middleweight,SUB,Anaconda Choke,1,4:12,7139cd2ae4bf6a29,252,Gerald Meerschaert,185.42,83.91452,195.58,Southpaw,6ac9bc2953c47345,1987-12-18,Joseph Gigliotti,180.34,83.91452,,Orthodox,83825fad27ab3581,1993-08-13
2016-12-09,"Albany, New York, USA",win,Andrew Sanchez,Trevor Smith,0.0,0.0,74.0,61.0,0.0,0.0,0.0,0,Middleweight,U-DEC,,3,5:00,7139cd2ae4bf6a29,300,Andrew Sanchez,185.42,83.91452,187.96,Orthodox,fccf811c1e8b01c7,1988-04-08,Trevor Smith,190.5,83.91452,190.5,Orthodox,f797f0c57a83353e,1981-01-05
2016-12-09,"Albany, New York, USA",win,Shane Burgos,Tiago dos Santos e Silva,1.0,0.0,73.0,56.0,1.0,1.0,0.0,0,Featherweight,U-DEC,,3,5:00,7139cd2ae4bf6a29,300,Shane Burgos,180.34,65.77083999999999,190.5,Orthodox,98d961097baaf308,1991-03-19,Tiago dos Santos e Silva,175.26,65.77083999999999,177.8,Orthodox,8ce87f7e3a9baed2,1987-04-12
2016-12-09,"Albany, New York, USA",win,Marc Diakiese,Frankie Perez,0.0,0.0,9.0,20.0,6.0,1.0,0.0,0,Lightweight,U-DEC,,3,5:00,7139cd2ae4bf6a29,300,Marc Diakiese,177.8,70.30676,185.42,Orthodox,32c355b04fc57f3a,1993-03-16,Frankie Perez,180.34,70.30676,185.42,Orthodox,96c336b463e0662c,1989-05-11
2016-12-09,"Albany, New York, USA",win,Ryan Janes,Keith Berish,0.0,0.0,82.0,61.0,0.0,2.0,0.0,0,Middleweight,U-DEC,,3,5:00,7139cd2ae4bf6a29,300,Ryan Janes,190.5,83.91452,193.04,Orthodox,b59037262c8fe060,1981-08-22,Keith Berish,182.88,92.98636,,Orthodox,e3779ef06e98f185,1985-11-14
2016-12-09,"Albany, New York, USA",win,Juliana Lima,JJ Aldrich,0.0,0.0,56.0,31.0,4.0,0.0,0.0,0,Women's Strawweight,U-DEC,,3,5:00,7139cd2ae4bf6a29,300,Juliana Lima,165.1,52.16308,165.1,Orthodox,75a6a390fd5dca46,1982-03-15,JJ Aldrich,165.1,56.699,170.18,Southpaw,6fd953151d981979,1992-09-29
2007-12-29,"Las Vegas, Nevada, USA",win,Georges St-Pierre,Matt Hughes,0.0,0.0,28.0,5.0,3.0,0.0,3.0,0,Welterweight,SUB,Armbar,2,4:54,7269329bd87eb479,294,Georges St-Pierre,180.34,83.91452,193.04,Orthodox,6506c1d34da9c013,1981-05-19,Matt Hughes,175.26,77.11064,185.42,Switch,621a6c59f88a44fe,1973-10-13
2007-12-29,"Las Vegas, Nevada, USA",win,Chuck Liddell,Wanderlei Silva,0.0,1.0,58.0,44.0,2.0,0.0,0.0,0,Light Heavyweight,U-DEC,,3,5:00,7269329bd87eb479,300,Chuck Liddell,187.96,92.98636,193.04,Orthodox,a390eb8a9b2df298,1969-12-17,Wanderlei Silva,180.34,92.98636,187.96,Orthodox,a1f6999fe57236e0,1976-07-03
2007-12-29,"Las Vegas, Nevada, USA",win,Eddie Sanchez,Soa Palelei,0.0,0.0,52.0,21.0,1.0,1.0,0.0,0,Heavyweight,KO/TKO,Punches,3,3:24,7269329bd87eb479,204,Eddie Sanchez,187.96,104.32616,187.96,Orthodox,7f0b4a75ef3039a3,1982-11-04,Soa Palelei,193.04,120.20188,205.74,Orthodox,60029bcf496bd707,1977-07-12
2007-12-29,"Las Vegas, Nevada, USA",win,Lyoto Machida,Rameau Thierry Sokoudjou,1.0,0.0,21.0,6.0,0.0,2.0,5.0,2,Light Heavyweight,SUB,Arm Triangle,2,4:20,7269329bd87eb479,260,Lyoto Machida,185.42,83.91452,187.96,Southpaw,f7a7f7118d4b01b6,1978-05-30,Rameau Thierry Sokoudjou,177.8,92.98636,198.12,Orthodox,d1152823307d7e7c,1984-04-18
2007-12-29,"Las Vegas, Nevada, USA",win,Rich Clementi,Melvin Guillard,0.0,0.0,6.0,5.0,2.0,1.0,2.0,0,Lightweight,SUB,Rear Naked Choke,1,4:40,7269329bd87eb479,280,Rich Clementi,175.26,70.30676,182.88,Southpaw,7d21de9c6d7c98b2,1976-03-31,Melvin Guillard,175.26,70.30676,180.34,Orthodox,ccd1299e0345e0ce,1983-03-30
2007-12-29,"Las Vegas, Nevada, USA",win,James Irvin,Luiz Cane,0.0,0.0,5.0,9.0,0.0,1.0,0.0,0,Light Heavyweight,DQ,,1,1:51,7269329bd87eb479,111,James Irvin,187.96,92.98636,190.5,Orthodox,a7f4d0902bb64092,1978-09-12,Luiz Cane,187.96,83.91452,195.58,Southpaw,24b033b3daf1c9df,1981-04-24
2007-12-29,"Las Vegas, Nevada, USA",win,Manvel Gamburyan,Nate Mohr,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0,Lightweight,SUB,Ankle Lock,1,1:31,7269329bd87eb479,91,Manvel Gamburyan,165.1,61.23492,170.18,Orthodox,cc6f9d1e89f3449a,1981-05-08,Nate Mohr,175.26,70.30676,182.88,Orthodox,04c15b52c3cc1cab,1983-03-03
2007-12-29,"Las Vegas, Nevada, USA",win,Dean Lister,Jordan Radev,0.0,0.0,31.0,20.0,2.0,0.0,0.0,0,Middleweight,U-DEC,,3,5:00,7269329bd87eb479,300,Dean Lister,185.42,83.91452,190.5,Orthodox,68c6cd5287b473a7,1976-02-13,Jordan Radev,170.18,83.91452,,Southpaw,45bc8f98d62bd096,1976-09-28
2007-12-29,"Las Vegas, Nevada, USA",win,Roan Carneiro,Tony DeSouza,0.0,0.0,24.0,9.0,3.0,0.0,2.0,1,Welterweight,KO/TKO,Punches,2,3:33,7269329bd87eb479,213,Roan Carneiro,180.34,77.11064,193.04,Orthodox,1c86754617d9813a,1978-06-02,Tony DeSouza,182.88,77.11064,177.8,Southpaw,6ad9058b7c7898b0,1974-07-26
2007-12-29,"Las Vegas, Nevada, USA",win,Mark Bocek,Doug Evans,0.0,0.0,26.0,22.0,7.0,1.0,0.0,1,Lightweight,U-DEC,,3,5:00,7269329bd87eb479,300,Mark Bocek,172.72,70.30676,190.5,Orthodox,cf9d24e4bd0cf2ce,1981-10-24,Doug Evans,175.26,70.30676,,Orthodox,d3de4a24f7eefac8,1980-10-10
2016-07-30,"Atlanta, Georgia, USA",win,Tyron Woodley,Robbie Lawler,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0,Welterweight,KO/TKO,Punch,1,2:12,72cbe507644a587c,132,Tyron Woodley,175.26,77.11064,187.96,Orthodox,effd9de9937996f8,1982-04-07,Robbie Lawler,180.34,77.11064,187.96,Southpaw,f2925e6db404bf1d,1982-03-20
2016-07-30,"Atlanta, Georgia, USA",win,Karolina Kowalkiewicz,Rose Namajunas,0.0,0.0,84.0,70.0,0.0,2.0,0.0,0,Women's Strawweight,S-DEC,,3,5:00,72cbe507644a587c,300,Karolina Kowalkiewicz,160.02,52.16308,162.56,Orthodox,d7c3816669784109,1985-10-15,Rose Namajunas,165.1,56.699,165.1,Orthodox,47b63240018d5d86,1992-06-29
2016-07-30,"Atlanta, Georgia, USA",win,Jake Ellenberger,Matt Brown,2.0,0.0,21.0,7.0,0.0,0.0,0.0,0,Welterweight,KO/TKO,Kick,1,1:46,72cbe507644a587c,106,Jake Ellenberger,175.26,77.11064,180.34,Orthodox,d81ac739417d7f53,1985-03-28,Matt Brown,182.88,77.11064,190.5,Orthodox,31123249b0bbf52e,1981-01-10
2016-07-30,"Atlanta, Georgia, USA",win,Erik Perez,Francisco Rivera,0.0,0.0,54.0,55.0,2.0,0.0,0.0,0,Bantamweight,U-DEC,,3,5:00,72cbe507644a587c,300,Erik Perez,172.72,61.23492,172.72,Orthodox,af62f99eb7606308,1989-11-19,Francisco Rivera,172.72,61.23492,177.8,Orthodox,7ea4a9f07df33a45,1981-10-08
2016-07-30,"Atlanta, Georgia, USA",win,Ryan Benoit,Fredy Serrano,1.0,0.0,31.0,22.0,0.0,5.0,0.0,0,Flyweight,S-DEC,,3,5:00,72cbe507644a587c,300,Ryan Benoit,165.1,56.699,172.72,Orthodox,20999e27ddd94bda,1989-08-25,Fredy Serrano,160.02,56.699,165.1,Orthodox,0ccab7c889ede9ea,1979-09-22
2016-07-30,"Atlanta, Georgia, USA",win,Nikita Krylov,Ed Herman,1.0,0.0,60.0,26.0,0.0,1.0,0.0,0,Light Heavyweight,KO/TKO,Kick,2,0:40,72cbe507644a587c,40,Nikita Krylov,190.5,92.98636,195.58,Orthodox,1091d4d957141094,1992-03-07,Ed Herman,185.42,92.98636,195.58,Orthodox,06f36cf4bd97ec77,1980-10-02
2016-07-30,"Atlanta, Georgia, USA",win,Jorge Masvidal,Ross Pearson,1.0,0.0,113.0,52.0,1.0,2.0,0.0,0,Welterweight,U-DEC,,3,5:00,72cbe507644a587c,300,Jorge Masvidal,180.34,77.11064,187.96,Orthodox,47b9e0e7703a4868,1984-11-12,Ross Pearson,172.72,70.30676,175.26,Orthodox,4f732e58ed907eff,1984-09-26
2016-07-30,"Atlanta, Georgia, USA",win,Anthony Hamilton,Damian Grabowski,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0,Heavyweight,KO/TKO,Punches,1,0:14,72cbe507644a587c,14,Anthony Hamilton,195.58,117.93392,193.04,Orthodox,c727c7d31c50c4cf,1980-04-14,Damian Grabowski,185.42,109.315672,190.5,Orthodox,3f11b5d4bd76a6d9,1980-05-12
2016-07-30,"Atlanta, Georgia, USA",win,Wilson Reis,Hector Sandoval,0.0,0.0,4.0,5.0,3.0,0.0,1.0,0,Flyweight,SUB,Rear Naked Choke,1,1:49,72cbe507644a587c,109,Wilson Reis,162.56,56.699,165.1,Southpaw,5aedf14771ca82d2,1985-01-06,Hector Sandoval,157.48,56.699,162.56,Orthodox,449c890bd90f3374,1986-07-19
2016-07-30,"Atlanta, Georgia, USA",drawdraw,Michael Graves,Bojan Velickovic,0.0,0.0,9.0,17.0,3.0,1.0,0.0,0,Welterweight,M-DEC,,3,5:00,72cbe507644a587c,300,Michael Graves,177.8,77.11064,180.34,Orthodox,3f1d23b01c552a13,1991-01-08,Bojan Velickovic,182.88,77.11064,193.04,Southpaw,fcce75a25c14a804,1988-12-18
2016-07-30,"Atlanta, Georgia, USA",win,Damien Brown,Cesar Arzamendia,2.0,0.0,22.0,17.0,0.0,0.0,0.0,1,Lightweight,KO/TKO,Punches,1,2:27,72cbe507644a587c,147,Damien Brown,177.8,70.30676,172.72,Orthodox,d024ed963e8bf7ea,1984-12-25,Cesar Arzamendia,180.34,70.30676,,Orthodox,49f78022126bf4a4,1991-01-31
2013-01-26,"Chicago, Illinois, USA",win,Demetrious Johnson,John Dodson,0.0,1.0,127.0,57.0,5.0,1.0,0.0,0,Flyweight,U-DEC,,5,5:00,738acab0c6934dd8,300,Demetrious Johnson,160.02,56.699,167.64,Orthodox,8a304bfd6bf04a57,1986-08-13,John Dodson,160.02,61.23492,167.64,Orthodox,99506df1af6c8b3b,1984-09-26
2013-01-26,"Chicago, Illinois, USA",win,Glover Teixeira,Quinton Jackson,1.0,0.0,80.0,53.0,5.0,0.0,0.0,0,Light Heavyweight,U-DEC,,3,5:00,738acab0c6934dd8,300,Glover Teixeira,187.96,92.98636,193.04,Orthodox,7ff97850e8c32bda,1979-10-28,Quinton Jackson,185.42,92.98636,185.42,Orthodox,ffc088e64fab57e9,1978-06-20
2013-01-26,"Chicago, Illinois, USA",win,Anthony Pettis,Donald Cerrone,1.0,0.0,18.0,4.0,0.0,0.0,0.0,0,Lightweight,KO/TKO,Kick,1,2:35,738acab0c6934dd8,155,Anthony Pettis,177.8,70.30676,182.88,Orthodox,cbb682f5fcc44bfc,1987-01-27,Donald Cerrone,185.42,70.30676,185.42,Orthodox,1d00756835ca67c9,1983-03-29
2013-01-26,"Chicago, Illinois, USA",win,Ricardo Lamas,Erik Koch,0.0,0.0,32.0,14.0,2.0,0.0,0.0,0,Featherweight,KO/TKO,Elbows,2,2:32,738acab0c6934dd8,152,Ricardo Lamas,172.72,65.77083999999999,180.34,Orthodox,3974fa35c917af1d,1982-05-21,Erik Koch,177.8,77.11064,180.34,Southpaw,99bd87a300079ed9,1988-10-04
2013-01-26,"Chicago, Illinois, USA",win,TJ Grant,Matt Wiman,1.0,0.0,54.0,18.0,0.0,0.0,0.0,0,Lightweight,KO/TKO,Elbows,1,4:51,738acab0c6934dd8,291,TJ Grant,177.8,70.30676,182.88,Orthodox,a26198ba5093147e,1984-02-26,Matt Wiman,177.8,70.30676,172.72,Orthodox,eb29176b03dfa888,1983-09-19
2013-01-26,"Chicago, Illinois, USA",win,Clay Guida,Hatsu Hioki,0.0,0.0,26.0,41.0,3.0,0.0,0.0,1,Featherweight,S-DEC,,3,5:00,738acab0c6934dd8,300,Clay Guida,170.18,70.30676,177.8,Orthodox,c47df9303d318c67,1981-12-08,Hatsu Hioki,180.34,65.77083999999999,185.42,Orthodox,ef7fa30364cbe7f2,1983-07-18
2013-01-26,"Chicago, Illinois, USA",win,Pascal Krauss,Mike Stumpf,0.0,0.0,163.0,63.0,1.0,2.0,1.0,0,Welterweight,U-DEC,,3,5:00,738acab0c6934dd8,300,Pascal Krauss,185.42,77.11064,,Orthodox,a01e84abefd85ec0,1987-04-19,Mike Stumpf,177.8,77.11064,,,c0c36a5b3d5bbdd5,1986-08-01
2013-01-26,"Chicago, Illinois, USA",win,Ryan Bader,Vladimir Matyushenko,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0,Light Heavyweight,SUB,Guillotine Choke,1,0:50,738acab0c6934dd8,50,Ryan Bader,187.96,92.98636,187.96,Orthodox,c0ab242c40decc55,1983-06-07,Vladimir Matyushenko,182.88,92.98636,187.96,Orthodox,ccdd90bd1fc7dab6,1971-01-04
2013-01-26,"Chicago, Illinois, USA",win,Shawn Jordan,Mike Russow,0.0,0.0,42.0,25.0,2.0,1.0,0.0,0,Heavyweight,KO/TKO,,2,3:48,738acab0c6934dd8,228,Shawn Jordan,182.88,117.93392,190.5,Southpaw,ca2efc9d7d523c43,1984-10-21,Mike Russow,185.42,115.66596,185.42,Orthodox,353de740bb6c7e75,1976-09-11
2013-01-26,"Chicago, Illinois, USA",win,Rafael Natal,Sean Spencer,0.0,0.0,64.0,12.0,4.0,0.0,4.0,0,Middleweight,SUB,Arm Triangle,3,2:13,738acab0c6934dd8,133,Rafael Natal,182.88,83.91452,195.58,Orthodox,0dba4df5f34d5ff0,1982-12-25,Sean Spencer,177.8,77.11064,187.96,Orthodox,ab850a77a0fa487d,1987-06-25
2013-01-26,"Chicago, Illinois, USA",win,David Mitchell,Simeon Thoresen,0.0,0.0,60.0,49.0,1.0,1.0,2.0,0,Welterweight,U-DEC,,3,5:00,738acab0c6934dd8,300,David Mitchell,182.88,77.11064,190.5,Orthodox,8f3df4c579cfbb69,1979-10-24,Simeon Thoresen,185.42,77.11064,200.66,Orthodox,fea8acf9bfcf09ec,1984-03-14
