Name,Record,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Waldo Cortes-Acosta,12-1-0,"6' 4""",260 lbs.,"78""",Orthodox,"Oct 03, 1991",5.64,48%,3.60,52%,,0.55,60%,60%,0.2
