Name,Record,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Michal Oleksiejczuk,19-9-0 (1 NC),"6' 0""",185 lbs.,"74""",Southpaw,"Feb 22, 1995",5.08,50%,4.61,58%,,1.08,43%,48%,0.0
