Name,Record,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Claudio Ribeiro,11-5-0,"6' 1""",185 lbs.,"77""",Orthodox,"Jul 17, 1992",3.59,51%,4.90,30%,,0.56,50%,66%,0.0
