Name,Record,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Humberto Brown Morrison,4-6-0,"5' 10""",145 lbs.,--,,"Nov 03, 1984",1.71,50%,2.19,62%,,1.43,25%,0%,0.0
