Name,Record,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Daniel Allen,5-0-0,"6' 0""",155 lbs.,"75""",Southpaw,"Aug 10, 1992",7.60,51%,5.87,53%,,2.00,66%,100%,0.0
