Name,Record,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Leo Kuntz,18-4-1,"5' 10""",155 lbs.,--,Orthodox,"Oct 03, 1983",1.68,32%,3.80,45%,,1.99,25%,33%,0.7
