Name,Record,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Jules Bruchez,1-2-0,"6' 0""",205 lbs.,--,Southpaw,"Aug 16, 1977",0.69,50%,5.52,46%,,0.00,0%,0%,0.0
