Name,Record,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Pannie Kianzad,17-9-0,"5' 7""",135 lbs.,"66""",Orthodox,"Dec 08, 1991",4.88,49%,4.09,51%,,0.41,33%,65%,0.1
