Event_Date,Event_Location,W_L,Fighter_A,Fighter_B,KD_A,KD_B,STR_A,STR_B,TD_A,TD_B,SUB_A,SUB_B,Weight_Class,Method,Method_Detail,Round,Time,event_id,Time_seconds
2014-05-10,"Cincinnati, Ohio, USA",win,Johnny Eduardo,Eddie Wineland,1,0,11,6,0,0,0,0,Bantamweight,KO/TKO,Punch,1,4:37,579fcdfcabd23a7b,277
2014-05-10,"Cincinnati, Ohio, USA",win,Nik Lentz,Manvel Gamburyan,0,0,52,28,4,1,0,1,Featherweight,U-DEC,,3,5:00,579fcdfcabd23a7b,300
2014-05-10,"Cincinnati, Ohio, USA",win,Justin Salas,Ben Wall,1,0,20,4,0,0,0,0,Lightweight,KO/TKO,Punch,1,2:41,579fcdfcabd23a7b,161
2014-05-10,"Cincinnati, Ohio, USA",win,Albert Tumenov,Anthony Lapsley,2,0,6,2,0,0,0,0,Welterweight,KO/TKO,Punch,1,3:56,579fcdfcabd23a7b,236
2012-05-05,"East Rutherford, New Jersey, USA",win,Nate Diaz,Jim Miller,0,0,46,25,0,1,2,0,Lightweight,SUB,Guillotine Choke,2,4:09,5898357a45a73674,249
2012-05-05,"East Rutherford, New Jersey, USA",win,Johny Hendricks,Josh Koscheck,0,0,55,33,2,1,0,0,Welterweight,S-DEC,,3,5:00,5898357a45a73674,300
2012-05-05,"East Rutherford, New Jersey, USA",win,Alan Belcher,Rousimar Palhares,0,0,20,0,0,1,1,1,Middleweight,KO/TKO,Punches,1,4:18,5898357a45a73674,258
2012-05-05,"East Rutherford, New Jersey, USA",win,Lavar Johnson,Pat Barry,1,0,39,15,0,0,0,1,Heavyweight,KO/TKO,Punches,1,4:38,5898357a45a73674,278
2012-05-05,"East Rutherford, New Jersey, USA",win,Michael Johnson,Tony Ferguson,1,0,67,45,0,0,0,0,Lightweight,U-DEC,,3,5:00,5898357a45a73674,300
2012-05-05,"East Rutherford, New Jersey, USA",win,John Dodson,Tim Elliott,0,0,80,79,2,0,0,0,Flyweight,U-DEC,,3,5:00,5898357a45a73674,300
2012-05-05,"East Rutherford, New Jersey, USA",win,John Hathaway,Pascal Krauss,1,0,68,33,2,1,0,0,Welterweight,U-DEC,,3,5:00,5898357a45a73674,300
2012-05-05,"East Rutherford, New Jersey, USA",win,Louis Gaudinot,John Lineker,0,0,65,96,2,0,1,0,Flyweight,SUB,Guillotine Choke,2,4:54,5898357a45a73674,294
2012-05-05,"East Rutherford, New Jersey, USA",win,Danny Castillo,John Cholish,0,0,52,29,1,1,0,0,Lightweight,U-DEC,,3,5:00,5898357a45a73674,300
2012-05-05,"East Rutherford, New Jersey, USA",win,Dennis Bermudez,Pablo Garza,0,0,45,27,8,0,1,0,Featherweight,U-DEC,,3,5:00,5898357a45a73674,300
2012-05-05,"East Rutherford, New Jersey, USA",win,Roland Delorme,Nick Denis,0,0,26,24,1,1,2,0,Bantamweight,SUB,Rear Naked Choke,1,4:59,5898357a45a73674,299
2012-05-05,"East Rutherford, New Jersey, USA",win,Karlos Vemola,Mike Massenzio,0,0,16,11,2,1,2,0,Middleweight,SUB,Rear Naked Choke,2,1:07,5898357a45a73674,67
2021-05-08,"Las Vegas, Nevada, USA",win,Marina Rodriguez,Michelle Waterson-Gomez,0,0,125,88,0,1,0,0,Women's Flyweight,U-DEC,,5,5:00,58a36b4ccf5dc30e,300
2021-05-08,"Las Vegas, Nevada, USA",win,Alex Morono,Donald Cerrone,0,0,35,17,0,0,0,0,Welterweight,KO/TKO,Punches,1,4:40,58a36b4ccf5dc30e,280
2021-05-08,"Las Vegas, Nevada, USA",win,Neil Magny,Geoff Neal,0,0,55,35,2,1,0,0,Welterweight,U-DEC,,3,5:00,58a36b4ccf5dc30e,300
2021-05-08,"Las Vegas, Nevada, USA",win,Marcos Rogerio de Lima,Maurice Greene,0,0,14,5,3,0,0,0,Heavyweight,U-DEC,,3,5:00,58a36b4ccf5dc30e,300
2021-05-08,"Las Vegas, Nevada, USA",win,Gregor Gillespie,Diego Ferreira,0,0,45,31,4,0,0,0,Lightweight,KO/TKO,Punches,2,4:51,58a36b4ccf5dc30e,291
2021-05-08,"Las Vegas, Nevada, USA",win,Phil Hawes,Kyle Daukaus,0,0,66,28,2,0,1,0,Middleweight,U-DEC,,3,5:00,58a36b4ccf5dc30e,300
2021-05-08,"Las Vegas, Nevada, USA",win,Michael Trizano,Ludovit Klein,0,0,56,45,0,4,1,0,Featherweight,U-DEC,,3,5:00,58a36b4ccf5dc30e,300
2021-05-08,"Las Vegas, Nevada, USA",win,JunYong Park,Tafon Nchukwi,0,0,71,58,2,1,2,0,Middleweight,M-DEC,,3,5:00,58a36b4ccf5dc30e,300
2021-05-08,"Las Vegas, Nevada, USA",win,Carlston Harris,Christian Aguilera,0,0,5,1,0,0,1,0,Welterweight,SUB,Anaconda Choke,1,2:52,58a36b4ccf5dc30e,172
2010-01-11,"Fairfax, Virginia, USA",win,Gray Maynard,Nate Diaz,0,0,41,70,0,0,0,0,Lightweight,S-DEC,,3,5:00,58bc81376286b3d3,300
2010-01-11,"Fairfax, Virginia, USA",win,Evan Dunham,Efrain Escudero,0,1,22,26,3,0,1,2,Lightweight,SUB,Armbar,3,1:59,58bc81376286b3d3,119
2010-01-11,"Fairfax, Virginia, USA",win,Aaron Simpson,Tom Lawlor,0,0,36,52,2,1,0,2,Middleweight,S-DEC,,3,5:00,58bc81376286b3d3,300
2010-01-11,"Fairfax, Virginia, USA",win,Amir Sadollah,Brad Blackburn,0,0,87,37,2,0,0,0,Welterweight,U-DEC,,3,5:00,58bc81376286b3d3,300
2010-01-11,"Fairfax, Virginia, USA",win,Chris Leben,Jay Silva,0,0,60,15,2,0,2,0,Middleweight,U-DEC,,3,5:00,58bc81376286b3d3,300
2010-01-11,"Fairfax, Virginia, USA",win,Rick Story,Jesse Lennox,0,0,47,22,2,1,1,1,Welterweight,S-DEC,,3,5:00,58bc81376286b3d3,300
2010-01-11,"Fairfax, Virginia, USA",drawdraw,Thiago Tavares,Nik Lentz,0,0,55,71,1,4,1,1,Lightweight,M-DEC,,3,5:00,58bc81376286b3d3,300
2010-01-11,"Fairfax, Virginia, USA",win,Rory MacDonald,Mike Guymon,0,0,8,6,2,0,2,0,Welterweight,SUB,Armbar,1,4:27,58bc81376286b3d3,267
2010-01-11,"Fairfax, Virginia, USA",win,Rafael Dos Anjos,Kyle Bradley,0,0,42,21,5,0,2,0,Lightweight,U-DEC,,3,5:00,58bc81376286b3d3,300
2010-01-11,"Fairfax, Virginia, USA",win,Gerald Harris,John Salter,0,0,21,7,1,1,0,0,Middleweight,KO/TKO,Punches,3,3:24,58bc81376286b3d3,204
2010-01-11,"Fairfax, Virginia, USA",win,Nick Catone,Jesse Forbes,0,0,32,32,2,0,0,0,Middleweight,S-DEC,,3,5:00,58bc81376286b3d3,300
2008-02-02,"Las Vegas, Nevada, USA",win,Antonio Rodrigo Nogueira,Tim Sylvia,0,1,28,53,2,0,1,0,Heavyweight,SUB,Guillotine Choke,3,1:28,597db668b01c442c,88
2008-02-02,"Las Vegas, Nevada, USA",win,Frank Mir,Brock Lesnar,0,0,2,16,0,1,3,0,Heavyweight,SUB,Kneebar,1,1:30,597db668b01c442c,90
2008-02-02,"Las Vegas, Nevada, USA",win,Nate Marquardt,Jeremy Horn,1,0,22,5,2,1,1,1,Middleweight,SUB,Guillotine Choke,2,1:37,597db668b01c442c,97
2008-02-02,"Las Vegas, Nevada, USA",win,Ricardo Almeida,Rob Yundt,0,0,4,2,1,0,1,0,Middleweight,SUB,Guillotine Choke,1,1:08,597db668b01c442c,68
2008-02-02,"Las Vegas, Nevada, USA",win,Tyson Griffin,Gleison Tibau,0,0,60,23,0,6,0,0,Lightweight,U-DEC,,3,5:00,597db668b01c442c,300
2008-02-02,"Las Vegas, Nevada, USA",win,Chris Lytle,Kyle Bradley,1,0,12,0,0,0,0,0,Welterweight,KO/TKO,Punches,1,0:33,597db668b01c442c,33
2008-02-02,"Las Vegas, Nevada, USA",win,Tim Boetsch,David Heath,0,0,42,7,1,0,0,0,Light Heavyweight,KO/TKO,Punches,1,4:52,597db668b01c442c,292
2008-02-02,"Las Vegas, Nevada, USA",win,Marvin Eastman,Terry Martin,0,0,40,50,1,1,0,0,Middleweight,U-DEC,,3,5:00,597db668b01c442c,300
2008-02-02,"Las Vegas, Nevada, USA",win,Rob Emerson,Keita Nakamura,0,1,81,57,0,4,0,0,Lightweight,S-DEC,,3,5:00,597db668b01c442c,300
2014-11-15,"Mexico City, Distrito Federal, Mexico",win,Fabricio Werdum,Mark Hunt,1,1,21,10,0,1,0,0,Heavyweight,KO/TKO,Flying Knee,2,2:27,59851163aaf1aed8,147
2014-11-15,"Mexico City, Distrito Federal, Mexico",win,Kelvin Gastelum,Jake Ellenberger,0,0,16,10,1,1,1,0,Welterweight,SUB,Rear Naked Choke,1,4:46,59851163aaf1aed8,286
2014-11-15,"Mexico City, Distrito Federal, Mexico",win,Ricardo Lamas,Dennis Bermudez,1,0,14,8,0,0,1,0,Featherweight,SUB,Guillotine Choke,1,3:18,59851163aaf1aed8,198
2014-11-15,"Mexico City, Distrito Federal, Mexico",win,Augusto Montano,Chris Heatherly,0,0,30,8,0,1,0,0,Welterweight,KO/TKO,Knees,1,4:50,59851163aaf1aed8,290
2014-11-15,"Mexico City, Distrito Federal, Mexico",win,Hector Urbina,Edgar Garcia,0,0,4,12,0,2,2,0,Welterweight,SUB,Guillotine Choke,1,3:38,59851163aaf1aed8,218
2014-11-15,"Mexico City, Distrito Federal, Mexico",win,Yair Rodriguez,Leonardo Morales,0,0,34,33,2,0,5,0,Featherweight,U-DEC,,3,5:00,59851163aaf1aed8,300
2014-11-15,"Mexico City, Distrito Federal, Mexico",win,Alejandro Perez,Jose Quinonez,0,0,38,38,1,3,1,2,Bantamweight,U-DEC,,3,5:00,59851163aaf1aed8,300
2014-11-15,"Mexico City, Distrito Federal, Mexico",win,Jessica Eye,Leslie Smith,0,0,80,28,0,0,0,0,Women's Bantamweight,KO/TKO,,2,1:30,59851163aaf1aed8,90
2014-11-15,"Mexico City, Distrito Federal, Mexico",win,Gabriel Benitez,Humberto Brown Morrison,0,0,23,18,0,1,5,0,Featherweight,SUB,Guillotine Choke,3,0:30,59851163aaf1aed8,30
2014-11-15,"Mexico City, Distrito Federal, Mexico",win,Henry Briones,Guido Cannetti,1,0,32,35,0,1,1,0,Bantamweight,SUB,Rear Naked Choke,2,1:44,59851163aaf1aed8,104
2014-11-15,"Mexico City, Distrito Federal, Mexico",win,Marco Beltran,Marlon Vera,0,0,31,25,1,1,0,2,Bantamweight,U-DEC,,3,5:00,59851163aaf1aed8,300
2008-03-01,"Columbus, Ohio, USA",win,Anderson Silva,Dan Henderson,0,0,47,20,0,1,1,0,Middleweight,SUB,Rear Naked Choke,2,4:52,598a58db87b890ee,292
2008-03-01,"Columbus, Ohio, USA",win,Heath Herring,Cheick Kongo,1,0,57,45,3,5,0,0,Heavyweight,S-DEC,,3,5:00,598a58db87b890ee,300
2008-03-01,"Columbus, Ohio, USA",win,Chris Leben,Alessio Sakara,1,0,24,13,0,0,0,0,Middleweight,KO/TKO,Punches,1,3:16,598a58db87b890ee,196
2008-03-01,"Columbus, Ohio, USA",win,Yushin Okami,Evan Tanner,2,0,26,19,0,1,0,0,Middleweight,KO/TKO,Knee,2,3:00,598a58db87b890ee,180
2008-03-01,"Columbus, Ohio, USA",win,Jon Fitch,Chris Wilson,0,0,40,22,4,0,0,1,Welterweight,U-DEC,,3,5:00,598a58db87b890ee,300
2008-03-01,"Columbus, Ohio, USA",win,Andrei Arlovski,Jake O'Brien,0,0,14,4,1,2,0,0,Heavyweight,KO/TKO,Punches,2,4:17,598a58db87b890ee,257
2008-03-01,"Columbus, Ohio, USA",win,Luigi Fioravanti,Luke Cummo,0,0,32,16,13,0,0,0,Welterweight,U-DEC,,3,5:00,598a58db87b890ee,300
2008-03-01,"Columbus, Ohio, USA",win,Josh Koscheck,Dustin Hazelett,1,0,24,20,1,0,0,2,Welterweight,KO/TKO,Kick,2,1:24,598a58db87b890ee,84
2008-03-01,"Columbus, Ohio, USA",win,Diego Sanchez,David Bielkheden,0,0,24,1,1,0,0,0,Welterweight,KO/TKO,Punches,1,4:43,598a58db87b890ee,283
2008-03-01,"Columbus, Ohio, USA",win,Jorge Gurgel,John Halverson,0,0,68,44,1,0,0,2,Lightweight,U-DEC,,3,5:00,598a58db87b890ee,300
2014-05-31,"Sao Paulo, Brazil",win,Stipe Miocic,Fabio Maldonado,1,0,8,2,0,0,0,0,Heavyweight,KO/TKO,Punch,1,0:35,59aaf2730b84698a,35
2014-05-31,"Sao Paulo, Brazil",win,Antonio Carlos Junior,Vitor Miranda,0,0,19,21,5,0,1,0,Heavyweight,U-DEC,,3,5:00,59aaf2730b84698a,300
2014-05-31,"Sao Paulo, Brazil",win,Warlley Alves,Marcio Alexandre Junior,1,0,19,8,2,0,1,0,Middleweight,SUB,Guillotine Choke,3,0:25,59aaf2730b84698a,25
2014-05-31,"Sao Paulo, Brazil",win,Demian Maia,Alexander Yakovlev,1,0,29,22,2,1,0,0,Welterweight,U-DEC,,3,5:00,59aaf2730b84698a,300
2014-05-31,"Sao Paulo, Brazil",win,Robert Peralta,Rony Jason,0,0,51,30,1,2,0,1,Featherweight,S-DEC,,3,5:00,59aaf2730b84698a,300
2014-05-31,"Sao Paulo, Brazil",win,Rashid Magomedov,Rodrigo Damm,1,0,63,37,0,0,0,0,Lightweight,U-DEC,,3,5:00,59aaf2730b84698a,300
2014-05-31,"Sao Paulo, Brazil",win,Elias Silverio,Ernest Chavez,0,0,65,54,1,0,1,0,Lightweight,SUB,Rear Naked Choke,3,4:21,59aaf2730b84698a,261
2014-05-31,"Sao Paulo, Brazil",win,Gasan Umalatov,Paulo Thiago,0,0,24,42,1,1,0,0,Welterweight,U-DEC,,3,5:00,59aaf2730b84698a,300
2014-05-31,"Sao Paulo, Brazil",win,Edimilson Souza,Mark Eddiva,0,0,79,54,0,0,0,0,Featherweight,KO/TKO,Punches,2,4:52,59aaf2730b84698a,292
2014-05-31,"Sao Paulo, Brazil",win,Ricardo Abreu,Wagner Silva,2,0,33,17,0,0,1,0,Middleweight,SUB,Rear Naked Choke,2,1:06,59aaf2730b84698a,66
2014-05-31,"Sao Paulo, Brazil",win,Marcos Rogerio de Lima,Richardson Moreira,1,0,7,3,0,0,0,0,Heavyweight,KO/TKO,Punch,1,0:20,59aaf2730b84698a,20
2014-05-31,"Sao Paulo, Brazil",win,Pedro Munhoz,Matt Hobar,0,0,24,7,2,0,1,0,Bantamweight,KO/TKO,Punches,1,2:47,59aaf2730b84698a,167
2023-11-11,"New York City, New York, USA",win,Alex Pereira,Jiri Prochazka,1,0,38,30,0,1,1,0,Light Heavyweight,KO/TKO,Elbows,2,4:08,5a558ba1ff5e9121,248
2023-11-11,"New York City, New York, USA",win,Tom Aspinall,Sergei Pavlovich,1,0,10,1,0,0,0,0,Heavyweight,KO/TKO,Punch,1,1:09,5a558ba1ff5e9121,69
2023-11-11,"New York City, New York, USA",win,Jessica Andrade,Mackenzie Dern,4,0,53,49,0,0,0,0,Women's Strawweight,KO/TKO,Punch,2,3:15,5a558ba1ff5e9121,195
2023-11-11,"New York City, New York, USA",win,Benoit Saint Denis,Matt Frevola,1,0,6,5,0,2,0,0,Lightweight,KO/TKO,Kick,1,1:31,5a558ba1ff5e9121,91
2023-11-11,"New York City, New York, USA",win,Diego Lopes,Pat Sabatini,1,0,13,7,0,0,0,0,Featherweight,KO/TKO,Punches,1,1:30,5a558ba1ff5e9121,90
2023-11-11,"New York City, New York, USA",win,Steve Erceg,Alessandro Costa,0,0,74,54,1,1,1,0,Flyweight,U-DEC,,3,5:00,5a558ba1ff5e9121,300
2023-11-11,"New York City, New York, USA",win,Loopy Godinez,Tabatha Ricci,0,0,98,84,0,0,0,0,Women's Strawweight,S-DEC,,3,5:00,5a558ba1ff5e9121,300
2023-11-11,"New York City, New York, USA",win,Mateusz Rebecki,Roosevelt Roberts,0,0,10,2,2,0,1,0,Lightweight,SUB,Armbar,1,3:08,5a558ba1ff5e9121,188
2023-11-11,"New York City, New York, USA",drawdraw,Nazim Sadykhov,Viacheslav Borshchev,1,0,91,143,4,0,0,0,Lightweight,M-DEC,,3,5:00,5a558ba1ff5e9121,300
2023-11-11,"New York City, New York, USA",win,Jared Gordon,Mark Madsen,1,0,36,35,0,0,0,0,Lightweight,KO/TKO,Punch,1,4:42,5a558ba1ff5e9121,282
2023-11-11,"New York City, New York, USA",win,John Castaneda,Kyung Ho Kang,0,0,111,88,3,0,0,0,Catch Weight,U-DEC,,3,5:00,5a558ba1ff5e9121,300
2023-11-11,"New York City, New York, USA",win,Joshua Van,Kevin Borjas,0,0,156,75,2,0,0,0,Flyweight,U-DEC,,3,5:00,5a558ba1ff5e9121,300
2023-11-11,"New York City, New York, USA",win,Jamall Emmers,Dennis Buzukja,1,0,14,3,0,0,0,0,Featherweight,KO/TKO,Punch,1,0:49,5a558ba1ff5e9121,49
1995-09-08,"Buffalo, New York, USA",win,Marco Ruas,Paul Varelans,1,0,33,10,0,0,0,1,Open Weight,KO/TKO,Kicks,1,13:17,5af480a3b2e1726b,797
1995-09-08,"Buffalo, New York, USA",drawdraw,Ken Shamrock,Oleg Taktarov,0,0,29,4,1,0,1,0,Open Weight,Other,,2,3:00,5af480a3b2e1726b,180
1995-09-08,"Buffalo, New York, USA",win,Marco Ruas,Remco Pardoel,0,0,4,2,0,1,2,2,Open Weight,SUB,Other,1,12:27,5af480a3b2e1726b,747
1995-09-08,"Buffalo, New York, USA",win,Paul Varelans,Mark Hall,0,0,2,2,1,0,2,0,Open Weight,SUB,Keylock,1,1:01,5af480a3b2e1726b,61
1995-09-08,"Buffalo, New York, USA",win,Marco Ruas,Larry Cureton,0,0,1,6,1,0,3,1,Open Weight,SUB,Heel Hook,1,3:23,5af480a3b2e1726b,203
1995-09-08,"Buffalo, New York, USA",win,Remco Pardoel,Ryan Parker,0,0,0,0,1,0,1,0,Open Weight,SUB,Gi Choke,1,3:05,5af480a3b2e1726b,185
1995-09-08,"Buffalo, New York, USA",win,Mark Hall,Harold Howard,0,0,1,4,0,1,0,0,Open Weight,KO/TKO,Punches,1,1:41,5af480a3b2e1726b,101
1995-09-08,"Buffalo, New York, USA",win,Paul Varelans,Gerry Harris,0,0,4,0,1,0,0,0,Open Weight,KO/TKO,Elbows,1,1:05,5af480a3b2e1726b,65
1995-09-08,"Buffalo, New York, USA",win,Scott Bessac,David Hood,0,0,1,2,0,0,2,0,Open Weight,SUB,Guillotine Choke,1,0:31,5af480a3b2e1726b,31
1995-09-08,"Buffalo, New York, USA",win,Onassis Parungao,Francesco Maturi,,,,,,,,,Open Weight,KO/TKO,,1,5:26,5af480a3b2e1726b,326
1995-09-08,"Buffalo, New York, USA",win,Joel Sutton,Geza Kalman,,,,,,,,,Open Weight,KO/TKO,,1,0:48,5af480a3b2e1726b,48
2014-06-14,"Vancouver, British Columbia, Canada",win,Demetrious Johnson,Ali Bagautinov,0,0,133,36,0,2,0,0,Flyweight,U-DEC,,5,5:00,5b5307450405abf0,300
2014-06-14,"Vancouver, British Columbia, Canada",win,Rory MacDonald,Tyron Woodley,0,0,49,26,1,0,0,0,Welterweight,U-DEC,,3,5:00,5b5307450405abf0,300
2014-06-14,"Vancouver, British Columbia, Canada",win,Ryan Bader,Rafael Cavalcante,0,0,53,10,7,0,0,0,Light Heavyweight,U-DEC,,3,5:00,5b5307450405abf0,300
2014-06-14,"Vancouver, British Columbia, Canada",win,Andrei Arlovski,Brendan Schaub,0,0,12,30,0,1,0,0,Heavyweight,S-DEC,,3,5:00,5b5307450405abf0,300
2014-06-14,"Vancouver, British Columbia, Canada",win,Ovince Saint Preux,Ryan Jimmo,0,0,14,15,2,0,1,0,Light Heavyweight,KO/TKO,,2,2:10,5b5307450405abf0,130
2014-06-14,"Vancouver, British Columbia, Canada",win,Kiichi Kunimoto,Daniel Sarafian,0,0,5,3,1,0,1,1,Welterweight,SUB,Rear Naked Choke,1,2:52,5b5307450405abf0,172
2014-06-14,"Vancouver, British Columbia, Canada",win,Valerie Letourneau,Elizabeth Phillips,0,0,104,67,0,0,0,0,Women's Bantamweight,S-DEC,,3,5:00,5b5307450405abf0,300
2014-06-14,"Vancouver, British Columbia, Canada",win,Yves Jabouin,Mike Easton,0,0,60,42,5,0,0,0,Bantamweight,U-DEC,,3,5:00,5b5307450405abf0,300
2014-06-14,"Vancouver, British Columbia, Canada",win,Tae Hyun Bang,Kajan Johnson,2,0,34,29,0,4,0,0,Lightweight,KO/TKO,Punch,3,2:01,5b5307450405abf0,121
2014-06-14,"Vancouver, British Columbia, Canada",win,Michinori Tanaka,Roland Delorme,0,0,21,2,3,1,1,0,Bantamweight,U-DEC,,3,5:00,5b5307450405abf0,300
2014-06-14,"Vancouver, British Columbia, Canada",win,Jason Saggo,Josh Shockley,0,0,10,6,2,0,0,1,Lightweight,KO/TKO,Punches,1,4:57,5b5307450405abf0,297
1997-05-30,"Augusta, Georgia, USA",win,Vitor Belfort,David Abbott,0,0,15,2,1,0,0,0,Heavyweight,KO/TKO,Punches,1,0:52,5bd533d50c8e7b8a,52
1997-05-30,"Augusta, Georgia, USA",win,Randy Couture,Steven Graham,0,0,16,0,1,0,0,0,Heavyweight,KO/TKO,Punches,1,3:13,5bd533d50c8e7b8a,193
1997-05-30,"Augusta, Georgia, USA",win,Guy Mezger,Tito Ortiz,0,0,0,5,0,1,1,0,Lightweight,SUB,Guillotine Choke,1,2:00,5bd533d50c8e7b8a,120
1997-05-30,"Augusta, Georgia, USA",win,Randy Couture,Tony Halme,0,0,1,0,1,0,1,0,Heavyweight,SUB,Rear Naked Choke,1,0:56,5bd533d50c8e7b8a,56
1997-05-30,"Augusta, Georgia, USA",win,Steven Graham,Dmitri Stepanov,0,0,0,1,1,0,1,0,Heavyweight,SUB,Keylock,1,1:30,5bd533d50c8e7b8a,90
1997-05-30,"Augusta, Georgia, USA",win,Enson Inoue,Royce Alger,0,0,0,3,0,0,1,0,Lightweight,SUB,Armbar,1,1:36,5bd533d50c8e7b8a,96
1997-05-30,"Augusta, Georgia, USA",win,Guy Mezger,Christophe Leninger,0,0,35,3,0,0,0,1,Lightweight,U-DEC,,2,3:00,5bd533d50c8e7b8a,180
1997-05-30,"Augusta, Georgia, USA",win,Jack Nilson,Saeed Hosseini,0,0,11,1,0,0,0,1,Lightweight,KO/TKO,Elbows,1,1:23,5bd533d50c8e7b8a,83
1997-05-30,"Augusta, Georgia, USA",win,Tito Ortiz,Wes Albritton,0,0,21,0,1,0,0,0,Lightweight,KO/TKO,Punches,1,0:31,5bd533d50c8e7b8a,31
2024-10-12,"Las Vegas, Nevada, USA",win,Brandon Royval,Tatsuro Taira,0,0,124,42,3,6,3,1,Flyweight,S-DEC,,5,5:00,5bdcbd8dd681a257,300
2024-10-12,"Las Vegas, Nevada, USA",win,JunYong Park,Brad Tavares,0,0,99,65,2,0,0,0,Middleweight,S-DEC,,3,5:00,5bdcbd8dd681a257,300
2024-10-12,"Las Vegas, Nevada, USA",win,Chidi Njokuani,Jared Gooden,0,0,105,20,0,2,0,1,Welterweight,U-DEC,,3,5:00,5bdcbd8dd681a257,300
2024-10-12,"Las Vegas, Nevada, USA",win,Grant Dawson,Rafa Garcia,0,0,44,5,2,0,0,0,Lightweight,KO/TKO,Punches,2,1:42,5bdcbd8dd681a257,102
2024-10-12,"Las Vegas, Nevada, USA",win,Daniel Rodriguez,Alex Morono,0,0,123,74,1,0,0,0,Welterweight,S-DEC,,3,5:00,5bdcbd8dd681a257,300
2024-10-12,"Las Vegas, Nevada, USA",win,Ramazan Temirov,CJ Vergara,3,0,23,4,0,0,0,0,Flyweight,KO/TKO,Punch,1,2:50,5bdcbd8dd681a257,170
2024-10-12,"Las Vegas, Nevada, USA",win,Pat Sabatini,Jonathan Pearce,0,0,3,2,2,0,1,0,Featherweight,SUB,Rear Naked Choke,1,4:06,5bdcbd8dd681a257,246
2024-10-12,"Las Vegas, Nevada, USA",win,Themba Gorimbo,Niko Price,0,0,68,16,7,0,2,1,Welterweight,U-DEC,,3,5:00,5bdcbd8dd681a257,300
2024-10-12,"Las Vegas, Nevada, USA",win,Junior Tafa,Sean Sharaf,0,0,71,53,0,1,0,0,Heavyweight,KO/TKO,Punches,2,2:15,5bdcbd8dd681a257,135
2024-10-12,"Las Vegas, Nevada, USA",win,Julia Polastri,Cory McKenna,0,0,88,40,0,1,0,0,Women's Strawweight,S-DEC,,3,5:00,5bdcbd8dd681a257,300
2024-10-12,"Las Vegas, Nevada, USA",win,Cody Haddon,Dan Argueta,0,0,140,54,2,4,0,1,Bantamweight,U-DEC,,3,5:00,5bdcbd8dd681a257,300
2024-10-12,"Las Vegas, Nevada, USA",win,Clayton Carpenter,Lucas Rocha,0,0,34,17,2,0,1,0,Flyweight,SUB,Rear Naked Choke,2,2:12,5bdcbd8dd681a257,132
2007-06-16,"Belfast, Northern Ireland, United Kingdom",win,Rich Franklin,Yushin Okami,0,0,36,17,1,1,0,3,Middleweight,U-DEC,,3,5:00,5ca158b1cc9cb242,300
2007-06-16,"Belfast, Northern Ireland, United Kingdom",win,Forrest Griffin,Hector Ramirez,0,0,113,20,0,2,0,0,Light Heavyweight,U-DEC,,3,5:00,5ca158b1cc9cb242,300
2007-06-16,"Belfast, Northern Ireland, United Kingdom",win,Jason MacDonald,Rory Singer,0,0,30,17,2,1,0,1,Middleweight,KO/TKO,Punches,2,3:18,5ca158b1cc9cb242,198
2007-06-16,"Belfast, Northern Ireland, United Kingdom",win,Tyson Griffin,Clay Guida,0,0,50,36,2,4,2,2,Lightweight,S-DEC,,3,5:00,5ca158b1cc9cb242,300
2007-06-16,"Belfast, Northern Ireland, United Kingdom",win,Ed Herman,Scott Smith,0,0,24,3,3,0,2,2,Middleweight,SUB,Rear Naked Choke,2,2:25,5ca158b1cc9cb242,145
2007-06-16,"Belfast, Northern Ireland, United Kingdom",win,Marcus Davis,Jason Tan,1,0,9,6,0,0,0,0,Welterweight,KO/TKO,Punches,1,1:15,5ca158b1cc9cb242,75
2007-06-16,"Belfast, Northern Ireland, United Kingdom",win,Eddie Sanchez,Colin Robinson,0,0,41,36,1,1,0,2,Heavyweight,KO/TKO,Elbows,2,0:32,5ca158b1cc9cb242,32
2007-06-16,"Belfast, Northern Ireland, United Kingdom",win,Dustin Hazelett,Stevie Lynch,0,0,20,7,0,0,1,0,Welterweight,SUB,Anaconda Choke,1,2:50,5ca158b1cc9cb242,170
2016-11-19,"Sao Paulo, Sao Paulo, Brazil",win,Ryan Bader,Rogerio Nogueira,0,0,86,3,5,0,1,0,Light Heavyweight,KO/TKO,Punches,3,3:51,5cde96e0a1a1fffe,231
2016-11-19,"Sao Paulo, Sao Paulo, Brazil",win,Thomas Almeida,Albert Morales,1,0,41,18,0,1,0,0,Bantamweight,KO/TKO,Punches,2,1:37,5cde96e0a1a1fffe,97
2016-11-19,"Sao Paulo, Sao Paulo, Brazil",win,Claudia Gadelha,Cortney Casey,0,0,34,22,6,0,1,0,Women's Strawweight,U-DEC,,3,5:00,5cde96e0a1a1fffe,300
2016-11-19,"Sao Paulo, Sao Paulo, Brazil",win,Krzysztof Jotko,Thales Leites,0,0,42,4,1,1,0,1,Middleweight,U-DEC,,3,5:00,5cde96e0a1a1fffe,300
2016-11-19,"Sao Paulo, Sao Paulo, Brazil",win,Kamaru Usman,Warlley Alves,0,0,71,25,1,0,1,1,Welterweight,U-DEC,,3,5:00,5cde96e0a1a1fffe,300
